,Age,Average_Repayment_Status,0
1028,53,-1.6666666666666667,4
1029,53,-1.5,6
1030,53,-1.3333333333333333,7
1031,53,-1.1666666666666667,3
1032,53,-1.0,35
1033,53,-0.8333333333333334,12
1034,53,-0.6666666666666666,9
1035,53,-0.5,10
1036,53,-0.3333333333333333,11
1037,53,-0.16666666666666666,14
1038,53,0.0,117
1039,53,0.16666666666666666,3
1040,53,0.3333333333333333,18
1041,53,0.5,3
1042,53,0.6666666666666666,7
1043,53,0.8333333333333334,3
1044,53,1.0,2
1045,53,1.1666666666666667,2
1046,53,1.3333333333333333,6
1047,53,1.5,1
1048,53,1.6666666666666667,1
1049,53,1.8333333333333333,4
1050,53,2.0,6
1051,53,2.3333333333333335,1
1052,53,2.8333333333333335,1
1053,53,3.0,2
1054,53,4.666666666666667,1
1055,54,-2.0,24
1056,54,-1.8333333333333333,1
1057,54,-1.6666666666666667,3
1058,54,-1.5,4
1059,54,-1.3333333333333333,5
1060,54,-1.1666666666666667,4
1061,54,-1.0,16
1062,54,-0.8333333333333334,5
1063,54,-0.6666666666666666,8
1064,54,-0.5,11
1065,54,-0.3333333333333333,10
1066,54,-0.16666666666666666,6
1067,54,0.0,75
1068,54,0.16666666666666666,4
1069,54,0.3333333333333333,13
1070,54,0.5,8
1071,54,0.6666666666666666,7
1072,54,0.8333333333333334,2
1073,54,1.0,5
1074,54,1.1666666666666667,4
1075,54,1.3333333333333333,7
1076,54,1.5,2
1077,54,1.6666666666666667,1
1078,54,1.8333333333333333,3
1079,54,2.0,6
1080,54,2.1666666666666665,3
1081,54,2.3333333333333335,1
1082,54,2.5,3
1083,54,3.6666666666666665,1
1084,55,-2.0,8
1085,55,-1.6666666666666667,3
1086,55,-1.5,7
1087,55,-1.3333333333333333,1
1088,55,-1.1666666666666667,2
1089,55,-1.0,15
1090,55,-0.8333333333333334,6
1091,55,-0.6666666666666666,5
1092,55,-0.5,6
1093,55,-0.3333333333333333,3
1094,55,-0.16666666666666666,6
1095,55,0.0,83
1096,55,0.16666666666666666,2
1097,55,0.3333333333333333,20
1098,55,0.5,6
1099,55,0.6666666666666666,7
1100,55,0.8333333333333334,3
1101,55,1.0,2
1102,55,1.1666666666666667,2
1103,55,1.3333333333333333,1
1104,55,1.5,2
1105,55,1.8333333333333333,2
1106,55,2.0,5
1107,55,2.1666666666666665,3
1108,55,2.3333333333333335,1
1109,55,2.6666666666666665,2
1110,55,3.3333333333333335,1
1111,55,4.666666666666667,1
1112,55,5.333333333333333,2
1113,56,-2.0,10
1114,56,-1.5,4
1115,56,-1.3333333333333333,1
1116,56,-1.1666666666666667,7
1117,56,-1.0,14
1118,56,-0.8333333333333334,4
1119,56,-0.6666666666666666,8
1120,56,-0.3333333333333333,6
1121,56,-0.16666666666666666,5
1122,56,0.0,71
1123,56,0.16666666666666666,1
1124,56,0.3333333333333333,12
1125,56,0.5,2
1126,56,0.6666666666666666,4
1127,56,0.8333333333333334,1
1128,56,1.0,4
1129,56,1.1666666666666667,4
1130,56,1.3333333333333333,1
1131,56,1.5,1
1132,56,1.6666666666666667,1
1133,56,1.8333333333333333,2
1134,56,2.0,4
1135,56,2.1666666666666665,4
1136,56,2.3333333333333335,2
1137,56,2.6666666666666665,1
1138,56,4.333333333333333,1
1139,57,-2.0,8
1140,57,-1.8333333333333333,1
1141,57,-1.5,5
1142,57,-1.3333333333333333,2
1143,57,-1.1666666666666667,4
1144,57,-1.0,13
1145,57,-0.8333333333333334,3
1146,57,-0.6666666666666666,5
1147,57,-0.5,3
1148,57,-0.3333333333333333,3
1149,57,-0.16666666666666666,2
1150,57,0.0,50
1151,57,0.3333333333333333,8
1152,57,0.5,1
1153,57,0.6666666666666666,3
1154,57,0.8333333333333334,2
1155,57,1.1666666666666667,1
1156,57,1.5,3
1157,57,2.0,2
1158,57,2.1666666666666665,1
1159,58,-2.0,17
1160,58,-1.6666666666666667,3
1161,58,-1.5,1
1162,58,-1.3333333333333333,1
1163,58,-1.1666666666666667,6
1164,58,-1.0,14
1165,58,-0.8333333333333334,5
1166,58,-0.6666666666666666,1
1167,58,-0.5,1
1168,58,-0.3333333333333333,2
1169,58,-0.16666666666666666,7
1170,58,0.0,30
1171,58,0.16666666666666666,1
1172,58,0.3333333333333333,5
1173,58,0.5,2
1174,58,0.6666666666666666,1
1175,58,0.8333333333333334,1
1176,58,1.0,3
1177,58,1.1666666666666667,3
1178,58,1.3333333333333333,3
1179,58,1.5,1
1180,58,1.6666666666666667,1
1181,58,1.8333333333333333,5
1182,58,2.0,7
1183,58,2.5,1
1184,59,-2.0,6
1185,59,-1.5,3
1186,59,-1.3333333333333333,3
1187,59,-1.1666666666666667,1
1188,59,-1.0,6
1189,59,-0.8333333333333334,2
1190,59,-0.6666666666666666,1
1191,59,-0.5,1
1192,59,-0.3333333333333333,2
1193,59,-0.16666666666666666,2
1194,59,0.0,26
1195,59,0.16666666666666666,2
1196,59,0.3333333333333333,6
1197,59,0.5,4
1198,59,0.6666666666666666,1
1199,59,1.0,3
1200,59,1.3333333333333333,1
1201,59,1.5,1
1202,59,1.6666666666666667,1
1203,59,2.0,4
1204,59,2.3333333333333335,1
1205,59,2.5,2
1206,59,2.6666666666666665,1
1207,59,3.6666666666666665,1
1208,59,4.0,1
1209,60,-2.0,4
1210,60,-1.5,4
1211,60,-1.3333333333333333,1
1212,60,-1.1666666666666667,2
1213,60,-1.0,5
1214,60,-0.8333333333333334,3
1215,60,-0.6666666666666666,2
1216,60,-0.5,3
1217,60,-0.3333333333333333,1
1218,60,-0.16666666666666666,1
1219,60,0.0,21
1220,60,0.16666666666666666,1
1221,60,0.3333333333333333,3
1222,60,0.5,2
1223,60,0.6666666666666666,2
1224,60,0.8333333333333334,2
1225,60,1.0,3
1226,60,1.1666666666666667,1
1227,60,1.6666666666666667,1
1228,60,2.0,2
1229,60,4.666666666666667,1
1230,60,5.5,1
1231,61,-2.0,3
1232,61,-1.6666666666666667,1
1233,61,-1.5,6
1234,61,-1.1666666666666667,1
1235,61,-1.0,2
1236,61,-0.8333333333333334,3
1237,61,-0.6666666666666666,5
1238,61,-0.5,2
1239,61,-0.16666666666666666,2
1240,61,0.0,14
1241,61,0.16666666666666666,1
1242,61,0.3333333333333333,5
1243,61,0.5,1
1244,61,0.6666666666666666,3
1245,61,0.8333333333333334,2
1246,61,1.0,1
1247,61,1.1666666666666667,1
1248,61,1.3333333333333333,1
1249,61,2.0,1
1250,61,3.0,1
1251,62,-2.0,3
1252,62,-1.5,2
1253,62,-1.1666666666666667,1
1254,62,-1.0,6
1255,62,-0.3333333333333333,3
1256,62,-0.16666666666666666,3
1257,62,0.0,13
1258,62,0.16666666666666666,1
1259,62,0.3333333333333333,5
1260,62,0.8333333333333334,2
1261,62,1.0,1
1262,62,2.0,2
1263,62,2.1666666666666665,1
1264,62,3.3333333333333335,1
1265,63,-2.0,4
1266,63,-1.6666666666666667,1
1267,63,-1.0,2
1268,63,-0.8333333333333334,3
1269,63,-0.6666666666666666,2
1270,63,-0.5,1
1271,63,-0.16666666666666666,1
1272,63,0.0,8
1273,63,0.16666666666666666,2
1274,63,0.3333333333333333,2
1275,63,0.5,1
1276,63,0.6666666666666666,1
1277,63,1.3333333333333333,1
1278,63,1.6666666666666667,1
1279,63,3.3333333333333335,1
1280,64,-2.0,2
1281,64,-1.6666666666666667,1
1282,64,-1.3333333333333333,1
1283,64,-1.1666666666666667,1
1284,64,-1.0,2
1285,64,-0.8333333333333334,2
1286,64,-0.6666666666666666,2
1287,64,-0.3333333333333333,1
1288,64,-0.16666666666666666,1
1289,64,0.0,9
1290,64,0.3333333333333333,3
1291,64,0.5,1
1292,64,0.6666666666666666,1
1293,64,1.0,1
1294,64,1.5,1
1295,64,2.0,1
1296,65,-2.0,2
1297,65,-1.6666666666666667,1
1298,65,-1.5,2
1299,65,-1.0,4
1300,65,-0.5,3
1301,65,-0.16666666666666666,1
1302,65,0.0,9
1303,65,0.3333333333333333,1
1304,65,1.8333333333333333,1
1305,66,-2.0,2
1306,66,-1.5,1
1307,66,-1.0,2
1308,66,-0.6666666666666666,1
1309,66,-0.5,1
1310,66,-0.3333333333333333,1
1311,66,0.0,11
1312,66,0.16666666666666666,1
1313,66,1.0,1
1314,66,2.0,2
1315,67,-2.0,1
1316,67,-1.5,1
1317,67,-1.0,1
1318,67,-0.16666666666666666,1
1319,67,0.0,4
1320,67,0.5,1
1321,67,0.6666666666666666,1
1322,67,0.8333333333333334,1
1323,67,1.0,1
1324,67,1.3333333333333333,2
1325,67,2.0,1
1326,67,3.3333333333333335,1
1327,68,-1.6666666666666667,1
1328,68,0.0,3
1329,68,0.6666666666666666,1
1330,69,-2.0,2
1331,69,-1.0,2
1332,69,-0.6666666666666666,2
1333,69,0.0,7
1334,69,0.5,1
1335,69,1.3333333333333333,1
1336,70,-1.5,1
1337,70,-0.8333333333333334,1
1338,70,-0.3333333333333333,1
1339,70,-0.16666666666666666,1
1340,70,0.0,4
1341,70,0.6666666666666666,2
1342,71,0.0,2
1343,71,0.3333333333333333,1
1344,72,-2.0,1
1345,72,-0.5,1
1346,72,1.0,1
1347,73,-2.0,2
1348,73,0.0,1
1349,73,0.8333333333333334,1
1350,74,-0.5,1
1351,75,-1.5,1
1352,75,-0.8333333333333334,1
1353,75,0.0,1
1354,79,0.0,1
